,party,rating
0,BÜNDNIS 90/DIE GRÜNEN,1.5477000000000005
1,BÜNDNIS 90/DIE GRÜNEN,2.9659999999999997
2,BÜNDNIS 90/DIE GRÜNEN,0.28899999999999987
3,BÜNDNIS 90/DIE GRÜNEN,-3.750500000000002
4,BÜNDNIS 90/DIE GRÜNEN,-0.5885
5,BÜNDNIS 90/DIE GRÜNEN,-6.4955000000000025
6,BÜNDNIS 90/DIE GRÜNEN,-4.78760000000001
7,BÜNDNIS 90/DIE GRÜNEN,0.8320000000000001
8,BÜNDNIS 90/DIE GRÜNEN,1.4499000000000002
9,BÜNDNIS 90/DIE GRÜNEN,-0.8332999999999999
10,BÜNDNIS 90/DIE GRÜNEN,-0.09200000000000008
11,BÜNDNIS 90/DIE GRÜNEN,3.0252
12,BÜNDNIS 90/DIE GRÜNEN,-3.3224
13,BÜNDNIS 90/DIE GRÜNEN,0.3972
14,BÜNDNIS 90/DIE GRÜNEN,0.4568
15,BÜNDNIS 90/DIE GRÜNEN,0.8556000000000002
16,BÜNDNIS 90/DIE GRÜNEN,1.9679000000000004
17,BÜNDNIS 90/DIE GRÜNEN,-3.4542999999999995
18,BÜNDNIS 90/DIE GRÜNEN,-1.1311000000000002
19,BÜNDNIS 90/DIE GRÜNEN,-1.6844
20,BÜNDNIS 90/DIE GRÜNEN,-2.4434
21,BÜNDNIS 90/DIE GRÜNEN,-2.4434
22,BÜNDNIS 90/DIE GRÜNEN,-3.8722
23,BÜNDNIS 90/DIE GRÜNEN,-3.622500000000002
24,BÜNDNIS 90/DIE GRÜNEN,-2.4604000000000004
25,BÜNDNIS 90/DIE GRÜNEN,-2.3503
26,BÜNDNIS 90/DIE GRÜNEN,0.1251000000000001
27,BÜNDNIS 90/DIE GRÜNEN,4.0172
28,BÜNDNIS 90/DIE GRÜNEN,-3.1509999999999994
29,BÜNDNIS 90/DIE GRÜNEN,0.0
30,BÜNDNIS 90/DIE GRÜNEN,0.7845
31,BÜNDNIS 90/DIE GRÜNEN,2.5391999999999997
32,BÜNDNIS 90/DIE GRÜNEN,-2.5606999999999993
33,BÜNDNIS 90/DIE GRÜNEN,3.2079000000000004
34,BÜNDNIS 90/DIE GRÜNEN,-3.2847
35,BÜNDNIS 90/DIE GRÜNEN,6.2359999999999935
36,BÜNDNIS 90/DIE GRÜNEN,7.130399999999992
37,BÜNDNIS 90/DIE GRÜNEN,0.5916000000000001
38,BÜNDNIS 90/DIE GRÜNEN,-3.3713999999999995
39,BÜNDNIS 90/DIE GRÜNEN,0.34360000000000024
40,BÜNDNIS 90/DIE GRÜNEN,-1.2889999999999997
41,BÜNDNIS 90/DIE GRÜNEN,-1.8998000000000002
42,BÜNDNIS 90/DIE GRÜNEN,-0.6195000000000002
43,BÜNDNIS 90/DIE GRÜNEN,-0.4183
44,BÜNDNIS 90/DIE GRÜNEN,1.7513999999999998
45,BÜNDNIS 90/DIE GRÜNEN,2.9015999999999997
46,BÜNDNIS 90/DIE GRÜNEN,-1.1699000000000002
47,BÜNDNIS 90/DIE GRÜNEN,2.2233999999999994
48,BÜNDNIS 90/DIE GRÜNEN,0.7027999999999996
49,BÜNDNIS 90/DIE GRÜNEN,0.0
50,BÜNDNIS 90/DIE GRÜNEN,0.0
51,BÜNDNIS 90/DIE GRÜNEN,0.3862
52,BÜNDNIS 90/DIE GRÜNEN,0.0
53,BÜNDNIS 90/DIE GRÜNEN,-2.8897000000000004
54,BÜNDNIS 90/DIE GRÜNEN,2.1579999999999995
55,BÜNDNIS 90/DIE GRÜNEN,-0.27699999999999997
56,BÜNDNIS 90/DIE GRÜNEN,-2.282799999999999
57,BÜNDNIS 90/DIE GRÜNEN,-0.25909999999999983
58,BÜNDNIS 90/DIE GRÜNEN,-2.2539000000000002
59,BÜNDNIS 90/DIE GRÜNEN,3.910100000000001
60,BÜNDNIS 90/DIE GRÜNEN,0.5961000000000001
61,BÜNDNIS 90/DIE GRÜNEN,9.950099999999985
62,BÜNDNIS 90/DIE GRÜNEN,3.2306
63,BÜNDNIS 90/DIE GRÜNEN,1.1541000000000001
64,BÜNDNIS 90/DIE GRÜNEN,-0.5600999999999994
