,party,rating
0,SPD,1.2089
1,SPD,5.052399999999994
2,SPD,0.08370000000000002
3,SPD,-1.3851
4,SPD,0.9943
5,SPD,-1.1562000000000003
6,SPD,2.8175000000000003
7,SPD,0.5885
8,SPD,-3.3779999999999997
9,SPD,1.3915
10,SPD,-2.4295
11,SPD,4.9213999999999976
12,SPD,1.3788000000000007
13,SPD,7.257699999999994
14,SPD,-0.2749999999999999
15,SPD,-5.571100000000003
16,SPD,-0.8815
17,SPD,-0.46949999999999986
18,SPD,2.6085999999999996
19,SPD,-3.1710000000000007
20,SPD,-0.1595
21,SPD,6.818899999999996
22,SPD,3.5507000000000004
23,SPD,-1.4409
24,SPD,-3.1400999999999994
25,SPD,-2.5598
26,SPD,0.0
27,SPD,-4.493600000000003
28,SPD,-1.4997999999999994
29,SPD,-1.4662000000000002
30,SPD,-1.0111999999999992
31,SPD,1.6149000000000002
32,SPD,0.8158999999999998
33,SPD,2.3137999999999987
34,SPD,0.8331000000000001
35,SPD,0.0
36,SPD,4.769099999999996
37,SPD,2.4859999999999998
38,SPD,0.3115
39,SPD,0.18999999999999984
40,SPD,-0.4622
41,SPD,5.804699999999997
42,SPD,5.219899999999999
43,SPD,-13.627900000000007
44,SPD,-5.107800000000001
45,SPD,-0.8018000000000001
46,SPD,1.3871999999999998
47,SPD,-2.2099999999999995
48,SPD,-1.9051999999999996
49,SPD,0.6009
50,SPD,-0.623
51,SPD,3.3446000000000002
52,SPD,0.1936999999999999
53,SPD,9.751799999999976
54,SPD,-0.14140000000000053
55,SPD,5.718099999999991
56,SPD,2.6270000000000007
57,SPD,3.9846
58,SPD,-4.924100000000001
59,SPD,2.8662
60,SPD,-0.6296999999999997
61,SPD,2.4351000000000003
62,SPD,0.5343
63,SPD,0.6808000000000007
64,SPD,0.9715000000000003
65,SPD,-0.7762999999999992
66,SPD,5.969999999999986
67,SPD,3.7230000000000008
68,SPD,-3.189099999999999
69,SPD,-1.4126999999999996
70,SPD,-2.7947
71,SPD,4.832199999999999
72,SPD,6.169399999999994
73,SPD,-0.04680000000000001
74,SPD,2.9213999999999998
75,SPD,-0.37809999999999994
76,SPD,1.8336000000000001
77,SPD,0.0
78,SPD,0.0
79,SPD,0.7461
80,SPD,0.0
81,SPD,0.0
82,SPD,0.0
83,SPD,3.1119999999999997
84,SPD,3.845499999999999
85,SPD,4.6980999999999975
86,SPD,2.6023000000000005
87,SPD,-1.2062000000000002
88,SPD,0.8294999999999999
89,SPD,-0.2904999999999993
90,SPD,6.184599999999995
91,SPD,-2.0803
92,SPD,3.5773000000000006
93,SPD,3.2996
94,SPD,5.46569999999999
95,SPD,0.6252999999999999
96,SPD,4.644299999999997
97,SPD,5.338799999999985
98,SPD,3.3198
99,SPD,0.10610000000000003
100,SPD,0.3575999999999999
101,SPD,4.221199999999999
102,SPD,2.3195
103,SPD,5.616899999999998
104,SPD,5.986399999999998
105,SPD,2.3215000000000003
106,SPD,7.547899999999989
107,SPD,-1.0887999999999998
108,SPD,7.032999999999988
109,SPD,-0.1819999999999996
110,SPD,0.4012000000000002
111,SPD,1.4168
112,SPD,0.5357999999999998
113,SPD,-4.281000000000006
114,SPD,1.1386
115,SPD,1.4966
116,SPD,4.4395
117,SPD,1.2480000000000002
118,SPD,0.8631
119,SPD,3.744500000000001
120,SPD,0.004
121,SPD,0.8201999999999998
122,SPD,1.7099000000000004
123,SPD,3.847200000000002
124,SPD,0.07890000000000028
125,SPD,-0.5445000000000004
126,SPD,0.1829000000000001
127,SPD,1.6476
128,SPD,4.166
129,SPD,0.9603999999999999
130,SPD,1.6778000000000006
131,SPD,-0.036699999999999844
132,SPD,1.2962000000000014
133,SPD,2.5096999999999996
134,SPD,2.0502
135,SPD,-0.7843
136,SPD,1.6809000000000005
137,SPD,0.0
138,SPD,0.0
139,SPD,0.9426
140,SPD,0.0
141,SPD,0.0
142,SPD,0.0
143,SPD,0.5203999999999998
144,SPD,-1.6215999999999995
145,SPD,-4.1981
146,SPD,-3.104600000000003
147,SPD,-3.2535
148,SPD,-0.8398
149,SPD,1.9334000000000005
150,SPD,-0.3002999999999996
151,SPD,5.023000000000001
152,SPD,-1.4242000000000004
153,SPD,1.3561000000000005
154,SPD,-2.6831000000000005
155,SPD,-3.869199999999999
156,SPD,-2.1017
157,SPD,1.4934000000000005
158,SPD,-2.9410999999999996
159,SPD,-3.9000000000000132
160,SPD,-3.2184
161,SPD,2.3593000000000006
162,SPD,6.367099999999992
163,SPD,2.5863
164,SPD,2.9461000000000004
165,SPD,-1.7479999999999996
166,SPD,0.0827000000000001
167,SPD,1.6556
168,SPD,0.002400000000000001
169,SPD,1.9243000000000003
170,SPD,1.4240000000000002
171,SPD,0.35640000000000016
172,SPD,6.0732999999999935
173,SPD,-0.6211999999999998
174,SPD,-0.5999000000000002
175,SPD,-2.5821000000000005
176,SPD,-1.8964999999999999
177,SPD,-1.2347
178,SPD,3.822600000000001
179,SPD,0.9010999999999999
180,SPD,-0.3173
181,SPD,1.9491999999999998
182,SPD,-0.32160000000000016
183,SPD,0.8941999999999997
184,SPD,6.5601
185,SPD,-1.1673
186,SPD,3.356199999999999
187,SPD,0.026000000000000016
188,SPD,1.3981000000000001
189,SPD,0.6160000000000001
190,SPD,0.09789999999999999
191,SPD,0.9528
192,SPD,0.0
193,SPD,-0.6837
194,SPD,-1.3211
195,SPD,-1.1407999999999998
196,SPD,-6.0287000000000015
197,SPD,-1.5947999999999996
198,SPD,3.8362000000000003
199,SPD,1.3470000000000002
200,SPD,-0.20390000000000008
201,SPD,4.7862
202,SPD,-4.139500000000003
203,SPD,-3.5221000000000067
204,SPD,-8.62440000000001
205,SPD,0.7386999999999999
206,SPD,2.8209
207,SPD,0.10179999999999985
208,SPD,2.1313000000000004
209,SPD,1.6898000000000002
210,SPD,1.567899999999999
211,SPD,2.0482
212,SPD,-1.2433999999999998
213,SPD,-2.057
214,SPD,2.0801
215,SPD,-0.6282999999999999
216,SPD,3.9642000000000004
217,SPD,2.3614
218,SPD,-2.3142
219,SPD,1.2016000000000002
220,SPD,0.2596000000000003
221,SPD,-0.582
222,SPD,0.5518
223,SPD,1.1132000000000004
224,SPD,-2.6578000000000004
225,SPD,0.7439000000000004
226,SPD,0.4706000000000001
227,SPD,4.0435
228,SPD,-0.8477999999999997
229,SPD,0.3511
230,SPD,-0.11130000000000001
231,SPD,-5.104500000000008
232,SPD,-5.49
233,SPD,-3.708100000000002
234,SPD,1.4872999999999998
235,SPD,3.4819
236,SPD,2.5052
237,SPD,2.1424000000000007
238,SPD,-0.37429999999999997
239,SPD,-1.2854
240,SPD,-1.3615999999999995
241,SPD,-1.3974000000000002
242,SPD,-0.8961999999999997
243,SPD,-1.0400999999999998
244,SPD,1.6932000000000005
245,SPD,-0.5592999999999999
246,SPD,-1.3029
247,SPD,2.0117
248,SPD,-0.2940999999999999
249,SPD,5.1356999999999955
250,SPD,0.3709
251,SPD,3.8994000000000004
252,SPD,0.17989999999999995
253,SPD,-8.82970000000002
254,SPD,-8.637400000000017
255,SPD,-7.916800000000003
256,SPD,-4.531800000000002
257,SPD,0.1309000000000001
258,SPD,-0.30250000000000005
259,SPD,0.43179999999999996
260,SPD,0.3232000000000001
261,SPD,-4.195500000000002
262,SPD,0.004
263,SPD,0.15749999999999997
264,SPD,0.18200000000000002
265,SPD,0.4645
266,SPD,0.7804
267,SPD,0.0
268,SPD,-0.7704
269,SPD,-0.8025999999999998
270,SPD,-6.0844000000000085
271,SPD,-0.9625999999999992
272,SPD,0.04850000000000004
273,SPD,-1.5131999999999997
274,SPD,5.849999999999989
275,SPD,-1.6404999999999994
276,SPD,0.06340000000000004
277,SPD,0.3285
278,SPD,-2.0429999999999993
279,SPD,-1.7230999999999996
280,SPD,1.3738000000000001
281,SPD,0.5628
282,SPD,-4.066300000000006
283,SPD,-5.0412000000000035
284,SPD,-8.760800000000014
285,SPD,0.29129999999999995
286,SPD,-8.746700000000006
287,SPD,-0.7753000000000001
288,SPD,-2.0083999999999995
289,SPD,0.6466000000000001
290,SPD,-8.718900000000005
291,SPD,-2.3831000000000007
292,SPD,-6.162400000000003
293,SPD,-3.6237999999999997
294,SPD,-6.212900000000021
295,SPD,-1.5266
296,SPD,-2.5592999999999995
297,SPD,-1.9573000000000007
298,SPD,-0.7400999999999999
299,SPD,-0.40939999999999965
300,SPD,1.5080999999999998
301,SPD,-3.274
302,SPD,3.4403
303,SPD,-3.2936
304,SPD,-0.04929999999999993
305,SPD,1.2575
306,SPD,-1.4811
307,SPD,0.2020999999999996
308,SPD,0.22210000000000016
309,SPD,3.6765999999999996
310,SPD,3.6125000000000003
311,SPD,6.95589999999999
312,SPD,-3.1482
313,SPD,-2.3378
314,SPD,0.0
315,SPD,-3.4076000000000044
316,SPD,-1.3133999999999992
317,SPD,0.31400000000000006
318,SPD,2.3178
319,SPD,2.5979
320,SPD,4.835899999999994
321,SPD,-1.9119000000000002
322,SPD,2.816699999999999
323,SPD,-1.2144999999999997
324,SPD,1.7964
325,SPD,4.033
326,SPD,0.8746000000000003
327,SPD,0.29889999999999994
328,SPD,0.9985999999999999
329,SPD,-0.6874999999999998
330,SPD,-2.996200000000004
331,SPD,1.3835000000000002
332,SPD,-2.1973
333,SPD,2.0708
334,SPD,1.7152000000000007
335,SPD,-0.4551
336,SPD,4.235799999999999
337,SPD,5.128999999999998
338,SPD,0.40270000000000006
339,SPD,-3.7414
340,SPD,-3.1249999999999996
341,SPD,-1.1327999999999998
342,SPD,-1.3896
343,SPD,-2.5417
344,SPD,-0.5981
345,SPD,-1.5781
346,SPD,-1.5861
347,SPD,-2.0488
348,SPD,-1.039
349,SPD,-1.5821
