,party,rating
0,DIE LINKE,2.2114000000000003
1,DIE LINKE,-2.0246
2,DIE LINKE,-0.6840999999999999
3,DIE LINKE,-0.013400000000000026
4,DIE LINKE,-3.1367999999999996
5,DIE LINKE,-1.2551
6,DIE LINKE,-0.6851999999999998
7,DIE LINKE,-9.079200000000005
8,DIE LINKE,-3.1783
9,DIE LINKE,1.5178
10,DIE LINKE,-1.3681999999999999
11,DIE LINKE,-2.2032
12,DIE LINKE,-1.3366
13,DIE LINKE,-0.6029
14,DIE LINKE,1.1053000000000004
15,DIE LINKE,-3.2928999999999995
16,DIE LINKE,-1.3393
17,DIE LINKE,2.9413000000000005
18,DIE LINKE,-3.9856999999999996
19,DIE LINKE,-1.3513000000000002
20,DIE LINKE,-2.0626999999999995
21,DIE LINKE,2.5650000000000004
22,DIE LINKE,-3.0501999999999994
23,DIE LINKE,-3.3185999999999996
24,DIE LINKE,-3.0541999999999994
25,DIE LINKE,-5.86920000000001
26,DIE LINKE,-2.376099999999999
27,DIE LINKE,0.023799999999999932
28,DIE LINKE,0.3897000000000001
29,DIE LINKE,0.033899999999999875
30,DIE LINKE,-2.2278000000000002
31,DIE LINKE,-3.9902000000000015
32,DIE LINKE,-0.5181
33,DIE LINKE,-0.8025
34,DIE LINKE,-4.253400000000002
35,DIE LINKE,0.42610000000000003
36,DIE LINKE,-0.1362
37,DIE LINKE,0.2021
38,DIE LINKE,0.2611
39,DIE LINKE,0.11649999999999988
40,DIE LINKE,-2.1176
41,DIE LINKE,-6.426300000000006
42,DIE LINKE,-3.3388000000000013
43,DIE LINKE,-1.6864
44,DIE LINKE,-0.5178000000000003
45,DIE LINKE,-2.4233999999999996
46,DIE LINKE,0.9887000000000001
47,DIE LINKE,-1.4442999999999997
48,DIE LINKE,1.0582000000000003
49,DIE LINKE,0.5135000000000003
50,DIE LINKE,-0.10359999999999997
51,DIE LINKE,1.5031000000000003
52,DIE LINKE,2.3666000000000005
53,DIE LINKE,-1.4945
54,DIE LINKE,-0.6262999999999996
55,DIE LINKE,-5.1884000000000094
56,DIE LINKE,0.5082
57,DIE LINKE,-3.5783999999999994
58,DIE LINKE,-5.161100000000003
59,DIE LINKE,-4.8205
60,DIE LINKE,0.3446
61,DIE LINKE,0.0
62,DIE LINKE,0.39480000000000004
63,DIE LINKE,0.4648
64,DIE LINKE,-0.8407
65,DIE LINKE,0.0
66,DIE LINKE,-4.718000000000007
67,DIE LINKE,-0.6520999999999999
68,DIE LINKE,-0.11350000000000027
69,DIE LINKE,-6.397300000000005
70,DIE LINKE,0.2143999999999998
71,DIE LINKE,-3.0694999999999997
72,DIE LINKE,-0.9207999999999996
73,DIE LINKE,0.5715
74,DIE LINKE,-0.3654
75,DIE LINKE,-0.28279999999999983
76,DIE LINKE,-0.4609999999999999
77,DIE LINKE,-1.0758
78,DIE LINKE,-0.37339999999999995
79,DIE LINKE,-3.1376999999999993
80,DIE LINKE,0.29489999999999994
81,DIE LINKE,-4.1847
82,DIE LINKE,1.3549000000000002
83,DIE LINKE,-2.8028
84,DIE LINKE,0.0
85,DIE LINKE,1.1549
86,DIE LINKE,-0.7252000000000001
87,DIE LINKE,0.4677
88,DIE LINKE,-8.997700000000012
89,DIE LINKE,-1.8752000000000002
90,DIE LINKE,-6.0199000000000105
91,DIE LINKE,-0.9984
92,DIE LINKE,-0.026699999999999835
93,DIE LINKE,-0.06420000000000003
94,DIE LINKE,-2.3666
95,DIE LINKE,-2.1174
96,DIE LINKE,-1.1102999999999998
97,DIE LINKE,-0.6356000000000002
98,DIE LINKE,-3.1097
99,DIE LINKE,-1.1942000000000004
100,DIE LINKE,-1.7711
101,DIE LINKE,-3.8727000000000045
102,DIE LINKE,0.5869000000000001
103,DIE LINKE,-0.4977000000000001
104,DIE LINKE,-4.333000000000001
105,DIE LINKE,1.0496999999999996
106,DIE LINKE,-0.5090000000000001
107,DIE LINKE,-3.3297999999999996
108,DIE LINKE,1.0058999999999998
109,DIE LINKE,-5.353100000000002
110,DIE LINKE,-1.5447999999999995
111,DIE LINKE,0.5008999999999999
112,DIE LINKE,-4.626600000000002
113,DIE LINKE,-6.715300000000016
114,DIE LINKE,-2.419999999999999
115,DIE LINKE,-0.1847999999999999
116,DIE LINKE,0.0
117,DIE LINKE,0.0
118,DIE LINKE,0.0
119,DIE LINKE,-0.08179999999999998
120,DIE LINKE,0.0
121,DIE LINKE,-5.515000000000009
122,DIE LINKE,-1.5017999999999998
123,DIE LINKE,1.1052000000000002
124,DIE LINKE,0.19039999999999974
125,DIE LINKE,-2.7932
126,DIE LINKE,-0.37249999999999955
127,DIE LINKE,-3.2963999999999998
128,DIE LINKE,-3.0930999999999997
129,DIE LINKE,0.6443000000000003
130,DIE LINKE,-3.4088000000000003
131,DIE LINKE,-4.2706
132,DIE LINKE,-0.1114
133,DIE LINKE,-0.5992
134,DIE LINKE,-1.5241999999999998
135,DIE LINKE,-2.1527999999999996
136,DIE LINKE,1.5983000000000007
137,DIE LINKE,-4.913800000000004
138,DIE LINKE,-4.988
139,DIE LINKE,-1.9294999999999998
140,DIE LINKE,-0.12259999999999993
141,DIE LINKE,0.030500000000000027
142,DIE LINKE,-3.3811999999999998
143,DIE LINKE,1.2605
144,DIE LINKE,-2.593
145,DIE LINKE,2.6729
146,DIE LINKE,-3.3261
147,DIE LINKE,-1.2170999999999998
148,DIE LINKE,-2.0648
149,DIE LINKE,-2.5526
150,DIE LINKE,-6.763200000000002
151,DIE LINKE,-4.272400000000002
152,DIE LINKE,0.01830000000000012
153,DIE LINKE,-2.7235000000000005
154,DIE LINKE,-1.0127
155,DIE LINKE,0.22169999999999984
156,DIE LINKE,-1.5065999999999997
157,DIE LINKE,0.4337000000000001
158,DIE LINKE,-9.006600000000011
159,DIE LINKE,-7.052400000000002
160,DIE LINKE,-0.35960000000000003
161,DIE LINKE,-6.453600000000003
162,DIE LINKE,0.16470000000000012
163,DIE LINKE,-1.4460999999999997
164,DIE LINKE,1.5484
165,DIE LINKE,-1.8246
166,DIE LINKE,-6.249300000000005
167,DIE LINKE,0.8213999999999999
168,DIE LINKE,-0.30599999999999994
169,DIE LINKE,-0.4568999999999999
